variable,label,unique_values,variable_type
hv4k11a_1,k11a_1: Received formula when child was less than a year old?,2,unknown
hv4k11a_2,k11a_2: Received a nutrition packet/suppl for yourself when child < 1 year old,2,unknown
hv4k11a_3,k11a_3: Received a nutrition packet/suppl for child  when child < 1 year old,2,unknown
hv4k11a_4,k11a_4: Received some other help?  when child < 1 year old,2,unknown
hv4k11a_ot1,k11a_ot1: Other kind of help received when child was less than a year old,11,categorical
hv4k11a_ot2,k11a_ot2: Other kind of help received when child was less than a year old,2,categorical
hv4k12,k12: Did you receive any help from wic when child was between 1-2 years old?,2,unknown
hv4k12a_1,k12a_1: Received formula when child between 1-2?,2,unknown
hv4k12a_2,k12a_2: Received nutrition packet /suppl for yourself when child between 1-2?,2,unknown
hv4k12a_3,k12a_3: Received nutrition packet /suppl for child when child between 1-2?,2,unknown
hv4k12a_4,k12a_4: Received some other help?  (specify) when child between 1-2?,2,unknown
hv4k12a_ot1,k12a_ot1: Other kind of help received when child was 1-2 years old,7,categorical
hv4k13a_1,k13a_1: Received formula when child between 2-3?,2,unknown
hv4k13a_2,k13a_2: Received nutrition packet /suppl for yourself when child between 2-3?,2,unknown
hv4k13a_3,k13a_3: Received nutrition packet /suppl for child when child between 2-3?,2,unknown
hv4k13a_4,k13a_4: Received some other help?  (specify) when child between 2-3 yrs old?,2,unknown
hv4k13,k13: Did you receive any help from wic when (s/he) was between 2-3 years old?,2,unknown
hv4k13a_ot1,k13a_ot1: Other kind of help received when child was 2-3 years old,7,categorical
hv4k14,k14: Did you receive any help from wic since child turned three years old?,2,unknown
hv4k14a_1,k14a_1: Received formula when child  turned 3 yrs?,2,unknown
hv4k14a_2,k14a_2: Received nutrition packet/suppl for yourself when child  turned 3 yrs?,2,unknown
hv4k14a_3,k14a_3: Received nutrition packet/suppl for child when child turned 3 yrs?,2,unknown
hv4k14a_4,k14a_4: Received some other help?  (specify) when child turned 3 yrs?,2,unknown
hv4k14a_ot1,k14a_ot1: Other kind of help received when child turned 3 years old,8,categorical
hv4k14a_ot2,k14a_ot2: Other kind of help received when child turned 3 years old,2,categorical
hv4l1,l1: (he/she) argues a lot,3,unknown
hv4l2,l2: (he/she) brags or boasts,3,unknown
hv4l3,"l3: (he/she) understands others' feelings, like when they are happy, sad or mad",3,unknown
hv4l4,l4: (he/she) overeats,3,unknown
hv4l5,l5: (he/she) complains of loneliness,3,unknown
hv4l6,l6: (he/she) is confused or seems to be in a fog,3,unknown
hv4l7,"l7: (he/she) is cruel, bullies and shows meanness to others",3,unknown
hv4l8,l8: (he/she) day-dreams or gets lost in thoughts,3,unknown
hv4l9,l9: (he/she) destroys (his/her) own things,3,unknown
hv4l10,l10: (he/she) destroys things belonging to family or others,3,unknown
hv4l11,"l11: (he/she) is sympathetic toward children's distress, tries to comfort them",3,unknown
hv4l12,l12: (he/she) is disobedient at home,3,unknown
hv4l13,l13: (he/she) is disobedient at school or in childcare,3,unknown
hv4l14,l14: (he/she) gets hurt a lot or is accident-prone,3,unknown
hv4l15,l15: (he/she) is open and direct about what (he/she) wants,3,unknown
hv4l16,l16: (he/she) is easily jealous,3,unknown
hv4l17,l17: (he/she) fears that (he/she) might think or do something bad,3,unknown
hv4l18,l18: (he/she) feels (he/she) has to be perfect,3,unknown
hv4l19,l19: (he/she) feels or complains that no one loves (him/her),3,unknown
hv4l20,l20: (he/she) feels others are out to get (him/her),3,unknown
hv4l21,l21: (he/she) gets in many fights,3,unknown
hv4l22,l22: (he/she) gets teased a lot,3,unknown
hv4l23,l23: (he/she) hangs around with others who get in trouble,3,unknown
hv4l24,l24: (he/she) is impulsive or acts without thinking,3,unknown
hv4l25,l25: (he/she) would rather be alone than with others,3,unknown
hv4l26,l26: (he/she) lies or cheats,3,unknown
hv4l27,l27: (he/she) has nervous movements or twitches,3,unknown
hv4l28,l28: (he/she) is not liked by other kids,3,unknown
hv4l29,l29: (he/she) feels too guilty,3,unknown
hv4l30,l30: (he/she) will join a group of children playing,3,unknown
hv4l31,l31: (he/she) is overweight,3,unknown
hv4l32,"l32: In social activities, (he/she) tends to just watch others",3,unknown
hv4l33,l33: (he/she) physically attacks people,3,unknown
hv4l34,l34: (he/she) does poor school work,3,unknown
hv4l35,l35: (he/she) is poorly coordinated or clumsy,3,unknown
hv4l36,l36: (he/she) prefers being with older kids,3,unknown
hv4l37,l37: (he/she) prefers being with younger kids,3,unknown
hv4l38,l38: (he/she) refuses to talk,3,unknown
hv4l39,l39: (he/she) runs away from home,3,unknown
hv4l40,l40: (he/she) screams a lot,3,unknown
hv4l41,l41: (he/she) can easily get other children to pay attention to (him/her),3,unknown
hv4l42,"l42: (he/she) is secretive, keeps things to self",3,unknown
hv4l43,l43: (he/she) is self-conscious or easily embarrassed,3,unknown
hv4l44,l44: (he/she) sets fires,3,unknown
hv4l45,l45: (he/she) shows off or clowns around,3,unknown
hv4l46,l46: (he/she) is shy or timid,3,unknown
hv4l47,l47: (he/she) stares blankly,3,unknown
hv4l48,l48: (he/she) says 'please' and  'thank you' when reminded,3,unknown
hv4l49,l49: (he/she) steals at home,3,unknown
hv4l50,l50: (he/she) steals outside the home,3,unknown
hv4l51,l51: (he/she) asks or wants to go play with other children,3,unknown
hv4l52,l52: (he/she) sulks a lot,3,unknown
hv4l53,l53: (he/she) is suspicious,3,unknown
hv4l54,l54: (he/she) swears or uses obscene language,3,unknown
hv4l55,l55: (he/she) plays games and talks with other children,3,unknown
hv4l56,l56: (he/she) talks too much,3,unknown
hv4l57,l57: (he/she) teases a lot,3,unknown
hv4l58,l58: (he/she) is confident with other people,3,unknown
hv4l59,l59: (he/she) threatens people,3,unknown
hv4l60,l60: (he/she) tends to be proud of things (he/she) does,3,unknown
hv4l61,"l61: (he/she) is underactive, slow moving, or lacks energy",3,unknown
hv4l62,l62: (he/she) is unusually loud,3,unknown
hv4l63,l63: (he/she) is interested in many and different things,3,unknown
hv4l64,l64: (he/she) vandalizes,3,unknown
hv4l65,l65: (he/she) worries,3,unknown
hv4l66,l66: (he/she) enjoys talking to you,3,unknown
hv4p1,"p1: Is there garbage/litter/broken glass in the street/road, on sidewalks/yards?",4,unknown
hv4p2,p2: How would you rate gen cond of most blds on block/hundred yards of rӳ house,4,unknown
hv4p3,p3: Is there graffiti on bld/walls of bld on block/in hundred yards of rӳ home?,4,unknown
hv4p4,"p4: Are there vacant/abandoned/boarded-up bld, on block/100 yards of rӳ home?",4,unknown
hv4p5,p5: Are there abandoned vehicles on the block/within hundred yards of rӳ home?,4,unknown
hv4p6a,p6a: Does environment immediately outside home have unlit entrance or stairway?,2,unknown
hv4p6b,p6b: Does environment immediately outside home have broken steps?,2,unknown
hv4p6c,p6c: Does environment immediately outside home have broken glass or broken toys?,2,unknown
hv4p6d,p6d: Does environment immediately outside home have large ditches?,2,unknown
hv4p6e,p6e: Does environment immediately outside home have alcohol/drug paraphernalia?,2,unknown
hv4p6f,p6f: Does environment immediately outside home have strewn garbage/litter,2,unknown
hv4p6_ot,p6_ot: Note added to P6: Does environment immediately outside home have probs,2,categorical
hv4p7a,"p7a: Does exterior of building have peeling paint, needs paint job?",2,unknown
hv4p7b,p7b: Does exterior of building have crumbling or damaged walls?,2,unknown
hv4p7c,p7c: Does exterior of building have broken or cracked windows?,2,unknown
hv4p8,p8: How would you best describe the home or building?,7,unknown
hv4p8_ot1,p8_ot1: How would you best describe the home or building? (other specify),2,categorical
hv4p9,p9: How would you rate the condition of the street in front of respondent?,4,unknown
hv4p10,p10: Interviewer:  check p8,2,unknown
hv4q1,q1: Do interior common areas of bldg contain open cracks/holes in walls/ceiling?,2,unknown
hv4q2,q2: Do interior common areas of bldg contain holes in floor?,2,unknown
hv4q3,q3: Do interior common areas of bldg contain brkn plaster/peeling paint > 1 sq f,2,unknown
hv4q4,q4: Do interior common areas of bldg contain exposed wires?,2,unknown
hv4r1,r1: Are there any broken windows or cracked windowpanes?,2,unknown
hv4r2,r2: Is the wiring in the house concealed?,3,unknown
hv4r3,r3: Does the housing unit contain open cracks or holes in walls or ceiling?,2,unknown
hv4r4,r4: Does the housing unit contain holes in floor?,2,unknown
hv4r5,r5: Does the housing unit contain broken plaster/peeling paint over 1 sq foot?,2,unknown
hv4r6,"r6: Is inside of home dark? (examples: closed drapes in daytime, poor lighting)",2,unknown
hv4r7,r7: Is inside of home crowded?,2,unknown
hv4r8,r8: Are all visible rooms of house/apartment noticeably cluttered?,2,unknown
hv4r9,r9: Are all visible rooms of the house/apartment dirty or not reasonably cleaned,2,unknown
hv4r10,r10: Is environment inside home unsafe for young children?,2,unknown
hv4r10a_1,r10a_1: Any hazardous condition 1: frayed electrical wires,2,unknown
hv4r10a_2,r10a_2: Any hazardous condition 2: mice or rats,2,unknown
hv4r10a_3,r10a_3: Any hazardous condition 3: broken glass,2,unknown
hv4r10a_4,r10a_4: Any hazardous condition 4: poisonous substances within reach of children,2,unknown
hv4r10a_5,r10a_5: Any hazardous condition 5: falling plaster,2,unknown
hv4r10a_6,r10a_6: Any hazardous condition 6: broken stairs,2,unknown
hv4r10a_7,r10a_7: Any hazardous condition 7: peeling paint,2,unknown
hv4r10a_8,r10a_8: Any hazardous condition 8: cleaning materials left out,2,unknown
hv4r10a_9,r10a_9: Any hazardous condition 9: flames & heat within reach of  young children,2,unknown
hv4r10a_10,r10a_10: Any hazardous condition 10: weapons (gun/knife) w/in reach if children,2,unknown
hv4r10a_11,r10a_11: Any hazardous condition 11: other (specify),2,unknown
hv4r10a_ot1,r10a_ot1: Environment inside home unsafe for young children: other (specify),1,categorical
hv4r10a_ot2,r10a_ot2: Environment inside home unsafe for young children: other (specify),2,categorical
hv4r11,r11: Did you observe any childӳ artwork/photo of hh children on display at home,2,unknown
hv4r12,r12: Is house or apartment overly noisy from noise in the house,2,unknown
hv4r13,r13: Is house or apartment overly noisy from noise outside of the house,2,unknown
hv4s1_1,s1_1: Child apperance 1 dirty / unkempt,2,unknown
hv4s1_2,s1_2: Child apperance 2 dirty due to playing/eating,2,unknown
hv4s1_3,"s1_3: Child apperance 3 clothing is worn, but mended or not ripped or torn",2,unknown
hv4s1_4,"s1_4: Child apperance 4 clothing is worn, but not mended, obvious rips or tear",2,unknown
hv4s1_5,s1_5: Child apperance 5 clothing is too tight for   comfortable fit,2,unknown
hv4s1_6,s1_6: Child apperance 6 clothing is too large,2,unknown
hv4s1_7,s1_7: Child apperance 7 clothing is too light weight for indoor temperature,2,unknown
hv4s1_8,s1_8: Child apperance 8 clothing is too warm for indoor temperature(overdressed),2,unknown
hv4s1_9,s1_9: Child apperance 9 other negative conditions not covered (specify),2,unknown
hv4s1_10,s1_10: Child apperance 1,2,unknown
hv4s1_ot1,s1_ot1: How would you best describe childӳ clothing: other negative conditions ,2,categorical
hv4s1_ot2,s1_ot2: How would you best describe childӳ clothing: other negative conditions ,2,categorical
hv4s2,s2: How would you best describe the overall hygiene of child: washed/bathed,4,unknown
hv4s3,s3: How would you best describe the overall hygiene of child: hair,3,unknown
hv4s4,s4: How would you best describe the overall hygiene of child: odor,3,unknown
hv4s5,s5: Anything else about the childӳ clothing or hygiene that is problematic?,2,unknown
hv4s5_ot1_1,s5_ot1_1: How would you best describe overall hygiene of child: anything else,2,categorical
hv4s5_ot1_2,s5_ot1_2: How would you best describe overall hygiene of child: anything else,2,categorical
hv4s5_ot2_1,s5_ot2_1: How would you best describe overall hygiene of child: anything else,2,categorical
hv4t1,t1: Parent talks twice to child during visit (beyond correction & introduction),2,unknown
hv4t2,t2: Parent verbally answers (childӳ) questions or requests,2,unknown
hv4t3,t3: Parent encourages child to contribute to conversation during visit,2,unknown
hv4t4,t4: Parent helps child demonstrate some achievement/mentions a particular skill,2,unknown
hv4t5,t5: Parent spontaneously praises childӳ behavior/qualities twice during visit,2,unknown
hv4t6,t6: Parent uses some term of endearment/diminutive for childӳ name when talking,2,unknown
hv4t7,t7: Parentӳ voice conveys positive feelings when speaking of or to child,2,unknown
hv4t8,"t8: Parent caresses, kisses, or cuddles child once during visit",2,unknown
hv4t9,t9: Parent shouts at child during visit,2,unknown
hv4t11,t11: Parent expresses overt annoyance with or hostility toward child,2,unknown
hv4t12,t12: Parent slaps or spanks child during visit,2,unknown
hv4t13,"t13: Parent scolds, derogates or criticizes child more than once during visit",2,unknown
hv4t14,"t14: Parentӳ speech is distinct, clear, and audible to interviewer",2,unknown
hv4t15,t15: Parent initiates verbal exch w visitor/asks questions/makes spon comments,2,unknown
hv4t16,"t16: Parent expresses ideas freely,easily,uses statements of appropriate length",2,unknown
hv4t17,t17: Parent appears to readily understand the interviewerӳ questions,2,unknown
hv4t18,t18: At least ten books were present and visible in the household,2,unknown
hv4u1,u1: Did the child display positive emotions during the visit?,5,unknown
hv4u2,u2: Did the child display negative emotions during the visit?,5,unknown
hv4u3,u3: How persistent was the child when completing the w-j letter-word test?,5,unknown
hv4u4,u4: How cooperative was the child during the w-j letter-word test?,5,unknown
hv4u5,u5: How persistent was the child when completing the ppvt?,5,unknown
hv4u6,u6: How cooperative was the child during the ppvt?,5,unknown
hv4u7,u7: How cooperative was the child while being weighed and measured?,5,unknown
hv4v1,v1: Interview was conducted in:,2,unknown
hv4v2,v2: Respondentӳ attention to interviewer was:,4,unknown
hv4v3,v3: Respondentӳ understanding of the questions was:,4,unknown
hv4v4,v4: Respondentӳ ability to articulate answers was:,4,unknown
hv4v5,v5: Respondentӳ cooperation throughout most of the interview was:,4,unknown
hv4v6a,v6a: Did respondent appear suspicious?,3,unknown
hv4v6b,v6b: Did respondent appear uncommunicative?,3,unknown
hv4v6c,v6c: Did respondent appear anxious/nervous?,3,unknown
hv4v6d,v6d: Did respondent appear hostile?,3,unknown
hv4v6e,v6e: Did respondent appear to be on drugs?,3,unknown
hv4v7,v7: Was anyone else present during the interview?,2,unknown
hv4v8_1,v8_1: Was father present during the interview?,2,unknown
hv4v8_2,v8_2: Were other family members present during the interview?,2,unknown
hv4v8_3,v8_3: Were friends present during the interview?,2,unknown
hv4v8_ot,v8_ot: Note added to V8: who was present during the interview?,2,categorical
hv4v9,v9: Additional comments:,2,unknown
hv4v9_ot,v9_ot: Aditional comments from interviewer,2,categorical
hv4act_a8,Did parent respond positively when praised child (Activity <a8>),2,unknown
hv4sex_child,sex_child: Child's gender,2,unknown
hv4accdt,cv: total number of accidents based on responses to item 21,4,unknown
hv4k2_expen,k2_expen: CV: total expense for food used at home,99,unknown
hv4k4_expen,k4_expen: CV: total expense for food taken out/delivered,566,continuous
hv4k5_expen,k5_expen: CV: total expense for food eaten outside of the house,2493,continuous
hv4food_exp,"cv: monthly total food expenses (k1a1,k2*,k4*,k5*)",612,continuous
hv4ppvtraw,cv (mpr): child's raw ppvt score,110,unknown
hv4ppvtstd,cv (mpr): child's standardized ppvt score,93,unknown
hv4ppvtage,cv (mpr): age of child in months at ppvt administration,19,unknown
hv4pvbasal,cv (mpr): child's ppvt basal value,7,unknown
hv4pvnbasal,cv (mpr): if no basal value of child's ppvt was reached,0,unknown
hv4pvceil,cv (mpr): child's ppvt ceiling value,12,unknown
hv4pvtwceil,cv (mpr): if two ceiling values were reached (child),2,unknown
hv4pvnceil,cv (mpr): if no ceiling was reached because of incorrect administration (child),2,unknown
hv4pvceilr,cv (mpr): last block administered if no ceiling reached (child),12,unknown
hv4pvpercom,cv (mpr): percent of items for total score missing (child),4,unknown
hv4pverr,cv (mpr): total number of errors (child's ppvt),48,unknown
hv4ppvtraw_m,cv (mpr): parent's raw ppvt score,88,unknown
hv4ppvtstd_m,cv (mpr): parent's standardized ppvt score,73,unknown
hv4ppvtage_m,cv (mpr): age of parent in months at ppvt administration,254,unknown
hv4pvbasal_m,cv (mpr): parent's ppvt basal value,14,unknown
hv4pvnbasal_m,cv (mpr): if no basal value of parent's ppvt was reached,2,unknown
hv4pvceil_m,cv (mpr): parent's ppvt ceiling value,8,unknown
hv4pvtwceil_m,cv (mpr): if two ceiling values were reached (parent),2,unknown
hv4pvnceil_m,cv (mpr): if no ceiling was reached because of incorrect administration (parent),2,unknown
hv4pvceilr_m,cv (mpr): last block administered if no ceiling reached (parent),6,unknown
hv4pvpercom_m,cv (mpr): percent of items for total score missing (parent),3,unknown
hv4pverr_m,cv (mpr): total number of errors (parent's ppvt),49,unknown
hv4ppvtkid,cv: participated in ppvt (child)?,1,unknown
hv4ppvtparent,cv: participated in ppvt/tvip (parent)?,2,unknown
hv4tvipraw_m,cv (mpr):parent's raw tvip score,24,unknown
hv4tvipstd_m,cv (mpr):parent's tvip standardized score,22,unknown
hv4tvbasal_m,cv (mpr):parent's basal tvip value,12,unknown
hv4tvnbasal_m,cv (mpr):if no basal tvip was reached,2,unknown
hv4tvceil_m,cv (mpr):parent's ceiling tvip value,13,unknown
hv4tvnceil_m,cv (mpr):if no ceiling was reached & test not administered to end (parent),1,unknown
hv4tvnback_m,"cv (mpr):started at #91, did not reach tvip basal, no back test (parent)",2,unknown
hv4tvinback_m,"cv (mpr):back tested before #91, not reached tvip basal (parent)",2,unknown
hv4tvback91_m,"cv (mpr):started #91, not reached tvip basal of 1st 8, reached after 91",1,unknown
hv4tvmis_m,cv (mpr):number of missing items between basal & ceiling tvip (parent),1,unknown
hv4tverr_m,cv (mpr):total number of errors (tvip -parent),12,unknown
hv4wj_test,cv: participated in w-j test?,2,unknown
hv4wjraw22,wraw22: CV: Total correct raw score of test 22 (January 2009),42,unknown
hv4wjsc22,"CV: W score, generated based on the total raw score (wjraw22)",42,unknown
hv4wjrmi22,wjrmi22: CV: relative matery index based on test 22,57,unknown
hv4wjss22,wjss22: CV: standard WJ score of test 22,100,unknown
hv4wjpr22,wjpr22: CV: percentile rank of test 22 ,87,unknown
hv4agemos,agemos: cv: Age in months at time of assessment,20,unknown
hv4cbmi,child's body mass index,2055,continuous
hv4cbmi_p,percentile of body mass index,2055,continuous
hv4cbmi_z,cbmi_z CV: Child's BMI-for-Age standardized score,2054,continuous
hv4cflag,cflag CV: Problem with child's measurements,7,unknown
hv4chtcm,cv: child's height in centimeters -from activity data: a7,2199,continuous
hv4cwtkg,cv: child's weight in kilograms -from activity data: a6a,2198,continuous
hv4cwtlb,cv: child's weight in pounds -from activity data: a6a,2198,continuous
hv4hap,cv: height for age percentile,2055,continuous
hv4haz,height for age z-score,2039,continuous
hv4htwt,cv: has height/weight measurement?,3,unknown
hv4wap,cv: weight for age percentile,2055,continuous
hv4waz,weight for age z-score,2002,continuous
hv4whp,cv: weight for height percentile,2055,continuous
hv4whz,weight for height z-score,1874,continuous
hv4mflag,mflag CV: Problem with mom's measurements,4,unknown
hv4mhtcm,"mhtcm CV:Mom/caretaker's height in centimeter <Activity data:a2,a2a>",2207,continuous
hv4mmis_ht,mmis_ht CV: Missing height of mother/caretaker,1,unknown
hv4mmis_wt,mmis_wt CV: Missing weight of mother/caretaker,1,unknown
hv4mombmi,mombmi CV: Mother's body mass index,2076,continuous
hv4mombmi_z,mombmi_z CV: Mother's body mass index (standardized),1955,continuous
hv4mompreg,mompreg CV:Mom is currently pregnant?,2,unknown
hv4mwtkg,"mwtkg CV:Mom/caretaker's weight in kg <Activity data: a5,a5>",2143,continuous
hv4mwtlb,"mwtlb CV:Mom/caretaker's weight in lbs <Activity data: a5,a5a>",2143,continuous
hv4selfht,selfht CV:Mom/caretaker reported her height - not measured,3,unknown
hv4selfwt,selfwt CV: Mom/caretaker reported her weight - not measured,2,unknown
hv4inttype_mod,inttype_mod CV: Final Status of 5-Yr In-home completion,1,categorical
kind_a1mo,-->a1. month child first entered class,1,categorical
kind_a1yr,-->a1. year child first entered class,0,unknown
kind_a2,-->a2. child fell behind in school,3,unknown
kind_a3,-->a3. structured physical activity,6,unknown
kind_a4,-->a4. unstructured physical activity,6,unknown
kind_a5,-->a5. rate in language & literacy,6,unknown
kind_a6,-->a6. rate in science & social studies,6,unknown
kind_a7,-->a7. rate in mathematical skills,6,unknown
kind_a8,-->a8. how often work to best of ability,5,unknown
kind_a9,-->a9. was child promoted to 1st grade?,6,unknown
kind_a9oth,-->a9oth. other specified promotion,7,unknown
kind_a10,-->a10. parents attend informal meeting,4,unknown
kind_a11,-->a11. did you communicate with parents,3,unknown
kind_a12,-->a12. was purpose to discuss problems?,5,unknown
kind_a13,-->a13. child has diagnosed disability,4,unknown
kind_a14,-->a14. child has an iep for disability,5,unknown
kind_b1a,-->b1a. understand & interprets story,7,unknown
kind_b1b,-->b1b. easily names all letters,7,unknown
kind_b1c,-->b1c. reads simple books independently,7,unknown
kind_b1d,-->b1d. understands convention of print,7,unknown
kind_b1e,-->b1e. recognizes differences in people,7,unknown
kind_b1f,-->b1f.forms explanations on observation,7,unknown
kind_b1g,-->b1g. sorts & compares math materials,7,unknown
kind_b1h,-->b1h. knows relationship of quantities,7,unknown
kind_b1i,-->b1i. variety to solve math problems,7,unknown
kind_d1a,-->d1a. is your school a public school?,3,unknown
kind_d1b,-->d1b. what type of public school?,1,categorical
kind_d1c,-->d1c. what type of non-public school?,1,categorical
kind_d2a,-->d2a. regular kindergarten,3,unknown
kind_d2b,-->d2b. ungraded,3,unknown
kind_d2c,-->d2c. special needs children programs,3,unknown
kind_d2d,-->d2d. prekindergarten,3,unknown
kind_d2e,-->d2e. transitional kindergarten,3,unknown
kind_d2f,-->d2f. transitional 1st grade,3,unknown
kind_d2g,-->d2g. 1st grade,3,unknown
kind_d2h,-->d2h. 2nd grade,3,unknown
kind_d2i,-->d2i. 3rd grade,3,unknown
kind_d2j,-->d2j. 4th grade,3,unknown
kind_d2k,-->d2k. 5th grade,3,unknown
kind_d2l,-->d2l. 6th grade,3,unknown
kind_d2m,-->d2m. 7th grade,3,unknown
kind_d2n,-->d2n. 8th grade,3,unknown
kind_d2o,-->d2o. 9th grade,3,unknown
kind_d2p,-->d2p. 10th grade,3,unknown
kind_d2q,-->d2q. 11th grade,3,unknown
kind_d2r,-->d2r. 12th grade,3,unknown
kind_d3,-->d3. type of k child was enrolled in,3,unknown
kind_d3a_time,-->d3a. beginning time of child's class,1,categorical
kind_d3b_time,-->d3b. end time of child's class,1,categorical
kind_d4,-->d4. type of k program child attended,7,unknown
kind_d5a,-->d5a. pre-kindergarten,4,unknown
kind_d5b,-->d5b. transitional (or readiness),4,unknown
kind_d5c,-->d5c. transitional/pre-1st grade,4,unknown
kind_d5d,-->d5d. 1st grade,4,unknown
kind_d5e,-->d5e. 2nd grade,4,unknown
kind_d5f,-->d5f. 3rd grade or higher,4,unknown
kind_d6,-->d6. last month of k #kids enrolled,38,unknown
kind_d7,-->d7. number of kids present with child,37,unknown
kind_d8,-->d8. number of kids repeating k,11,unknown
kind_d9,-->d9. rate behavior last month of k,6,unknown
kind_e1a,-->e1a. whole class activities,6,unknown
kind_e1b,-->e1b. small group class activities,6,unknown
kind_e1c,-->e1c. individual activities,6,unknown
kind_e1d,-->e1d. child selected activities,6,unknown
kind_e2a,-->e2a. class participation,6,unknown
kind_e2b,-->e2b. classroom behavior or conduct,6,unknown
kind_e2c,-->e2c. cooperativeness w/other children,6,unknown
kind_e2d,-->e2d. ability to follow directions,6,unknown
kind_e3,-->e3. #paid aides in child's class,5,unknown
kind_e4,-->e4. aide's first landguage english,4,unknown
kind_e5,-->e5. level of education for aide,8,unknown
kind_e5oth,-->e5oth. other specified education,10,unknown
kind_f1a,-->f1a. the level of child misbehavior,6,unknown
kind_f1b,-->f1b. kids not capable of learning,6,unknown
kind_f1c,-->f1c. administrative duties interfere,6,unknown
kind_f1d,-->f1d. i enjoy my present teaching job,6,unknown
kind_f1e,-->f1e. i make a difference to children,6,unknown
kind_f1f,-->f1f. i would choose teaching again,6,unknown
kind_f2,-->f2. have influence over school policy,6,unknown
kind_f3,-->f3. control in selecting skills,6,unknown
kind_f4a,-->f4a. crime in the neighborhood,5,unknown
kind_f4b,"-->f4b. garbage, litter or broken glass",5,unknown
kind_f4c,-->f4c. selling or using drugs in public,5,unknown
kind_f4d,-->f4d. gunshot noise,5,unknown
kind_f5a,-->f5a. security guards,4,unknown
kind_f5b,-->f5b. metal detectors,4,unknown
kind_f5c,-->f5c. locked door during the day,4,unknown
kind_f5d,-->f5d. requirement for visitors sign in,4,unknown
kind_f5e,-->f5e. limits on going to the restroom,4,unknown
kind_f5f,-->f5f. teachers to supervise hallways,4,unknown
kind_f5g,-->f5g. hall passes to leave class,4,unknown
kind_g1,-->g1. highest level of education,10,unknown
kind_g2a,-->g2a. early childhood education,9,unknown
kind_g2b,-->g2b. elementary education,9,unknown
kind_g2c,-->g2c. child development,9,unknown
kind_g3,-->g3. type of teaching certification,6,unknown
kind_g4a,-->g4a. elementary education,4,unknown
kind_g4b,-->g4b. early childhood,4,unknown
kind_g4c,-->g4c other (specify),4,unknown
kind_g4coth,-->g4coth. other specified area,23,unknown
kind_g5,-->g5. hispanic or latino origin,3,unknown
kind_g6,-->g6. which best describes your race?,10,unknown
kind_g7ayr,-->g7a. preschool or head start (years),30,unknown
kind_g7amo,-->g7a. preschool or head start (months),1,categorical
kind_g7byr,-->g7b. years taught kindergarten,40,unknown
kind_g7bmo,-->g7b. months taught kindergarten,1,categorical
kind_g7cyr,-->g7c. first grade (years),24,unknown
kind_g7cmo,-->g7c. first grade (months),1,categorical
kind_g8,-->g8. what is your gender?,3,unknown
kind_g9mo,-->g9mo. date questionnaire completed,1,categorical
kind_g9yr,-->g9yr. date questionnaire completed,1,categorical
kind_year,kindergarten year,2,unknown
kind_data,focal child's teacher participated in kindergarten survey,1,unknown
kind_d3a_ampm,beginning time of child's class: am or pm,1,continuous
kind_d3b_ampm,end time of child's class: am or pm,1,continuous
kind_aggressive_scale,aggressive subscale using child behavior variables,36,unknown
kind_attention_scale,attention subscale using child behavior variables,19,unknown
kind_social_scale,social problems subscale using child behavior variables,12,unknown
kind_teacherage,teacher age at time of survey,49,unknown
ffcc_pof_datem,date - month,1,continuous
ffcc_pof_datey,date - year,1,continuous
ffcc_pof_a1,"is there garbage, litter, broken glass in streets or road, sidewalks or in yards",5,unknown
ffcc_pof_a2,how you would rate the general condition of most of the buildings on block/withi,5,unknown
ffcc_pof_a3,is there graffiti on buildings/walls of the buildings on the block or within 100,5,unknown
ffcc_pof_a4,"are there vacant, abandoned, or boarded-up buildings on the block or within 100 ",5,unknown
ffcc_pof_a5,are there abandoned vehicles on the block or within 100 yds of the provider,5,unknown
ffcc_pof_a6,how would you rate the condition of the street in front of provider,5,unknown
ffcc_pof_a7a,environment immediately outside provider have any following - unlit entrance or ,3,unknown
ffcc_pof_a7b,environment immediately outside provider have any following - broken steps,3,unknown
ffcc_pof_a7c,environment immediately outside provider have any following - broken glass or br,3,unknown
ffcc_pof_a7d,environment immediately outside provider have any following - large ditches,3,unknown
ffcc_pof_a7e,environment immediately outside provider have any following - alcohol or drug pa,3,unknown
ffcc_pof_a7f,environment immediately outside provider have any following - strewn garbage/lit,3,unknown
ffcc_pof_a8a,"exterior of the building have any of following - peeling paint, needs paint job",3,unknown
ffcc_pof_a8b,exterior of the building have any of following - crumbling or damaged walls,3,unknown
ffcc_pof_a8c,exterior of the building have any of following - broken or cracked windows,3,unknown
ffcc_pof_a9,how would you best describe the home or building,8,unknown
ffcc_pof_a9oth,how would you best describe the home or building - other specify,2,categorical
ffcc_pof_b1,do the interior common areas of the building contain open cracks or holes in wal,4,unknown
ffcc_pof_b2,do the interior common areas of the building contain holes in floor,4,unknown
ffcc_pof_b3,do the interior common areas of the building contain broken plaster or peeling p,4,unknown
ffcc_pof_b4,do the interior common areas of the building contain exposed wires,4,unknown
ffcc_pof_c1,are there any broken windows or cracked windowpanes,3,unknown
ffcc_pof_c2,is the wiring open and exposed,3,unknown
ffcc_pof_c3,does the housing unit/center contain open cracks or holes in walls or ceiling,3,unknown
ffcc_pof_c4,does the housing unit/center contain holes in floor,3,unknown
